No.;Kode Item;Nama Item;Jenis;Stok;Satuan;Qty / Paket;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3
277;CD-008;C D - RW Verbatin;ATK;-64;Bh;1;Bh;7700;10500;12000;0
278;CD-008;C D - RW Verbatin;ATK;-2,56;Pak;25;Bh;192500;236500;0;0
279;CD-009;C D - RW GT-Pro;ATK;0;Bh;1;Bh;3597;5000;5500;0
280;CD-010;C D - RW Verbatin Casing;ATK;0;Bh;1;Bh;9000;12500;0;0
281;CD-011;CD - R Mini;ATK;0;Bh;1;Bh;2000;3000;0;0
282;CF-001;"C. Form R1  9,5 x 11"" Neuro";ATK;0;Box;1;Box;108500;148500;163500;0
283;CF-002;"C. Form R1  9,5 x 11/3"" IKEA";ATK;0;Box;1;Box;85000;115000;0;0
284;CF-003;"C. Form R1  9,5 x 11/2"" Neuro";ATK;9;Box;1;Box;109000;148500;163500;0
285;CF-004;"C. Form R2W 9,5 x 11"" Neuro";ATK;21;Box;1;Box;154000;208000;229000;0
286;CF-005;"C. Form R2W 9,5 x 11/2"" Neuro";ATK;8;Box;1;Box;160000;216000;238000;0
287;CF-006;C. Form R2 9,5 x 11 Neuro Putih;ATK;0;Box;1;Box;115000;155500;0;0
288;CF-007;"C. Form R2W 9,5 x 13/2"" IKEA";ATK;0;Box;1;Box;204000;275500;303500;0
289;CF-008;"C. Form R3W 9,5 x 11"" Neuro";ATK;7;Box;1;Box;238000;321500;354000;0
290;CF-009;"C. Form R3 9.5 x 11"" Neuro Putih";ATK;0;Box;1;Box;185000;250000;275000;0
291;CF-010;"C. Form R3W 9,5 x 11/2""Neuro";ATK;7;Box;1;Box;238000;321500;354000;0
292;CF-011;"C. Form R4W 9,5 x 11""Golden";ATK;0;Box;1;Box;200000;270000;0;0
293;CF-012;"C. Form R4W 9,5 x 11"" Neuro";ATK;11;Box;1;Box;175000;236500;260500;0
294;CF-013;"C. Form R4 9,5 x 11"" Neuro putih";ATK;0;Box;1;Box;122000;165000;181500;0
295;CF-014;"C. Form R4 W 9,5 x 11/2"" Neuro";ATK;7;Box;1;Box;175000;236500;260500;0
296;CF-015;"C. Form R4 W 9,5 x 13"" IKEA/GAND";ATK;10;Box;1;Box;215000;297000;327000;0
297;CF-016;"C. Form R4 W 9,5 x 13""/2 IKEA";ATK;0;Box;1;Box;200000;270000;297000;0
298;CF-017;"C. Form R4 9,5 x 13""  IKEA Putih";ATK;0;Box;1;Box;220000;297000;327000;0
299;CF-018;"C. Form R4 9,5 x 13""  Prima Wrn";ATK;0;Box;1;Box;160000;216000;238000;0
300;CF-019;"C. Form R5 W 9,5 x 11"" Neuro";ATK;3;Box;1;Box;225000;304000;334500;0
301;CF-020;"C. Form R5 W 9,5 x 11""/2 Neuro";ATK;13;Box;1;Box;235000;317500;349500;0
302;CF-021;"C. Form R6 W 9,5 x 11"" Neuro";ATK;4;Box;1;Box;297000;401000;441500;0
303;CF-022;"C. Form R1 14 7/8 x 11""Neuro";ATK;0;Box;1;Box;150000;202500;223000;0
304;CF-023;"C. Form R2W 14 7/8 x 11""Neuro";ATK;0;Box;1;Box;194000;262000;288500;0
305;CF-024;"C. Form R3 14 7/8 x 11""Neuro Putih";ATK;0;Box;1;Box;244500;330000;363000;0
306;CF-025;"C. Form R3 14 7/8 x 11"" IKEA Putih";ATK;0;Box;1;Box;244500;330000;363000;0
307;CF-026;"C. Form R1 9.5 x 11 "" SIDU";ATK;-6;Box;1;Box;185000;250000;275000;0
308;CF-027;"C. Form R2W 9.5 x 11 "" SIDU";ATK;-3;Box;1;Box;277800;375500;413500;0
309;CF-028;"C. Form R2 9.5 x 11 "" SIDU Putih";ATK;0;Box;1;Box;240000;324000;356500;0
310;CF-029;"C. Form R2W 9.5 x 11""/2 SIDU";ATK;-2;Box;1;Box;270000;364500;401000;0
311;CF-030;"C. Form R3 9,5 x 11"" SIDU Putih";ATK;0;Box;1;Box;347500;469500;516500;0
312;CF-031;"C. Form R3W 9,5 x 11"" SIDU";ATK;-10;Box;1;Box;425000;574000;631500;0
313;CF-032;"C. Form R3W 9,5 x 11""/2 SIDU";ATK;0;Box;1;Box;330000;445500;490500;0
314;CF-033;"C. Form R4W 9,5 x 11"" SIDU";ATK;-2;Box;1;Box;300000;405000;445500;0
315;CF-034;"C. Form R4 9,5 x 11"" SIDU putih";ATK;0;Box;1;Box;240000;324000;356500;0
316;CF-035;"C. Form R2 14 7/8 x 11""SIDU/PPL  Putih";ATK;4;Box;1;Box;466587;516500;568500;0
317;CF-036;"C. Form R2W 14 7/8 x 11""SIDU";ATK;0;Box;1;Box;261000;352500;388000;0
318;CF-037;"C. Form R1 14 7/8 x 11""SIDU";ATK;0;Box;1;Box;193500;262000;288500;0
319;CF-038;"C. Form R3 14 7/8 x 11""SIDU Putih";ATK;0;Box;1;Box;545000;857500;943500;0
320;CF-039;"C. Form R3 14 7/8 x 11"" Office Putih";ATK;0;Box;1;Box;525000;709000;780000;0
321;CF-040;"C. Form R3 14 7/8 x 11"" Planet Putih";ATK;0;Box;1;Box;530000;715500;787500;0
322;CF-041;"C. Form R3 14 7/8 x 11""SIDU Warna";ATK;0;Box;1;Box;692500;935000;1028500;0
323;CF-042;"C. Form R4 14 7/8 x 11""SIDU Warna";ATK;-2;Box;1;Box;437000;590000;649000;0
324;CF-043;"C. Form R4 14 7/8 x 11""SIDU Putih";ATK;0;Box;1;Box;437000;590000;649000;0
325;CF-044;"C. Form R4 14 7/8 x 11"" Neuro Warna";ATK;0;Box;1;Box;270000;364500;401000;0
326;CF-045;"C. Form R4 9.5 x 11"" Matador";ATK;0;Box;1;Box;155500;210000;231000;0
327;CF-046;"C. Form R5 9.5 x 11"" Matador";ATK;0;Box;1;Box;201500;272500;300000;0
328;CF-047;"C. Form R1 9.5 x 11 "" Brio";ATK;0;Box;1;Box;72000;98500;108500;0
329;CF-048;"C. Form R2W 9.5 x 11"" Brio";ATK;0;Box;1;Box;112000;151500;167000;0
330;CF-049;"C. Form R2W 9.5 x 11""/2 Brio";ATK;0;Box;1;Box;112000;151500;167000;0
331;CF-050;"C. Form R3W 9.5 x 11"" Brio";ATK;8;Box;1;Box;212500;290500;320000;0
332;CF-051;"C. Form R3W 9.5 x 11""/2 Brio";ATK;17;Box;1;Box;215000;287000;316000;0
333;CF-052;"C. Form R4W 9.5 x 11"" Brio";ATK;85;Box;1;Box;147500;199500;219500;0
334;CF-053;"C. Form R4W 9.5 x 11""/2 Brio";ATK;0;Box;1;Box;162000;163500;0;0
335;CF-054;"C. Form R5 W 9.5 x 11 "" PPL";ATK;6;Dus;1;Dus;391882;529500;582500;0
336;CF-055;"C. Form R6  9,5 x 11"" Brio";ATK;-87;Dus;1;Dus;245000;337500;372000;0
337;CF-056;"C. Form R3 W 9,5X11"" Cakrawala";ATK;15;Dus;1;Dus;226000;305500;336500;0
338;CTRG-001;HP 27;Catridge HP;0;Bh;1;Bh;230000;310500;342000;0
339;CTRG-002;HP 46 Black;Catridge HP;0;Bh;1;Bh;105000;142000;156500;0
340;CTRG-003;HP 46 Colour;Catridge HP;0;Bh;1;Bh;105000;142000;156500;0
341;CTRG-004;HP 95 Colour;Catridge HP;0;Bh;1;Bh;317500;429000;472000;0
342;CTRG-005;HP 98 Black;Catridge HP;0;Bh;1;Bh;217500;294000;323500;0
343;CTRG-006;HP 97 Colour;Catridge HP;0;Bh;1;Bh;420000;567000;624000;0
344;CTRG-007;HP 96 Black;Catridge HP;0;Bh;1;Bh;427500;577500;635500;0
345;CTRG-008;HP 678 Black;Catridge HP;0;Bh;1;Bh;142500;192500;212000;0
346;CTRG-009;HP 678 Colour;Catridge HP;1;Bh;1;Bh;142500;192500;212000;0
347;CTRG-010;HP 680 Black;Catridge HP;-2;Bh;1;Bh;155820;210500;232000;0
348;CTRG-011;HP 680 Colour;Catridge HP;0;Bh;1;Bh;156000;211000;232500;0
349;CTRG-012;HP 702 Black;Catridge HP;0;Bh;1;Bh;340000;459000;505000;0
350;CTRG-013;HP 703 Black;Catridge HP;0;Bh;1;Bh;100000;135000;148500;0
351;CTRG-014;HP 703 Colour;Catridge HP;0;Bh;1;Bh;100000;135000;148500;0
352;CTRG-015;HP 802 Colour;Catridge HP;0;Bh;1;Bh;180000;243000;267500;0
353;CTRG-016;HP 802 Black;Catridge HP;-1;Bh;1;Bh;135000;182500;201000;0
354;CTRG-017;HP 901 Black;Catridge HP;0;Bh;1;Bh;140000;189000;208000;0
355;CTRG-018;HP 901 Colur;Catridge HP;0;Bh;1;Bh;235000;317500;349500;0
356;CTRG-019;HP 950 Black;Catridge HP;0;Bh;1;Bh;327500;442500;487000;0
357;CTRG-020;HP 951 XL Magenta;Catridge HP;0;Bh;1;Bh;327500;442500;487000;0
358;CTRG-021;HP 951 XL Yellow;Catridge HP;0;Bh;1;Bh;327500;442500;487000;0
359;CTRG-022;HP 951 XL Cyan;Catridge HP;0;Bh;1;Bh;327500;442500;487000;0
360;CTRG-023;HP 920 XL Black;Catridge HP;0;Bh;1;Bh;305000;412000;453500;0
361;CTRG-024;HP 933 XL Magenta;Catridge HP;0;Bh;1;Bh;207500;280500;309000;0
362;CTRG-025;HP 933 XL Cyan;Catridge HP;0;Bh;1;Bh;207500;280500;309000;0
363;CTRG-026;HP 78 Colour;Catridge HP;0;Bh;1;Bh;390000;526500;579500;0
364;CTRG-027;HP 51645A ( HP 45 ) Black;Catridge HP;0;Bh;1;Bh;385000;520000;572000;0
365;CTRG-028;Canon 810;Catridge Canon;1;Bh;1;Bh;241000;325500;358500;0
366;CTRG-029;Canon 811;Catridge Canon;2;Bh;1;Bh;297000;401000;441500;0
367;CTRG-030;Canon PG 830 Black;Catridge Canon;0;Bh;1;Bh;207500;280500;309000;0
368;CTRG-031;Canon CL 831 Colour;Catridge Canon;0;Bh;1;Bh;240000;324000;356500;0
369;CTRG-032;Canon PG 40 Black;Catridge Canon;0;Bh;1;Bh;210000;283500;312000;0
370;CTRG-033;Canon CL 41 Colour;Catridge Canon;0;Bh;1;Bh;255000;344500;379000;0
371;CTRG-034;Canon Cli 8 cyan;Catridge Canon;0;Bh;1;Bh;150000;202500;223000;0
372;CTRG-035;Canon Cli 8 magenta;Catridge Canon;0;Bh;1;Bh;150000;202500;223001;0
373;CTRG-036;Canon 740 Black;Catridge Canon;0;Bh;1;Bh;197500;267000;294000;0
374;CTRG-037;Canon 741 Colour;Catridge Canon;0;Bh;1;Bh;260000;351000;386500;0
375;CTRG-038;Canon 726 Black;Catridge Canon;0;Bh;1;Bh;155000;209500;230500;0
376;CTRG-039;Canon 726 Magenta;Catridge Canon;0;Bh;1;Bh;155000;209500;230500;0
377;CTRG-040;Canon 726 Yellow;Catridge Canon;0;Bh;1;Bh;155000;209500;230500;0
378;CTRG-041;Canon 726 Cyan;Catridge Canon;0;Bh;1;Bh;155000;209500;230500;0
379;CTRG-042;Canon 745 Black;Catridge Canon;-1;Bh;1;Bh;205000;277000;305000;0
380;CTRG-043;Canon 746 Colour;Catridge Canon;0;Bh;1;Bh;297500;402000;442500;0
381;CTRG-044;Canon 750 PGBK;Catridge Canon;-3;Bh;1;Bh;217500;294000;323500;0
382;CTRG-045;Canon 751 Cyan;Catridge Canon;-1;Bh;1;Bh;192500;260000;286000;0
383;CTRG-046;Canon 751 Magenta;Catridge Canon;-1;Bh;1;Bh;192500;260000;286000;0
384;CTRG-047;Canon 751 Yellow;Catridge Canon;-1;Bh;1;Bh;192500;260000;286000;0
385;CTRG-048;Canon 751 Black;Catridge Canon;-1;Bh;1;Bh;192500;260000;286000;0
386;CTRG-049;Canon 751 Gray;Catridge Canon;0;Bh;1;Bh;200000;270000;297000;0
387;CTRG-050;Canon 88 Black;Catridge Canon;0;Bh;1;Bh;192500;260000;286000;0
388;CTRG-051;Canon 98 colour;Catridge Canon;0;Bh;1;Bh;227500;307500;338500;0
389;CTRG-052;Canon 47;Catridge Canon;0;Bh;1;Bh;130000;175500;193500;0
390;CTRG-053;Canon 57;Catridge Canon;0;Bh;1;Bh;200000;270000;297000;0
391;CTRG-054;Canon CA 91;Catridge Canon;2;Bh;1;Bh;360000;503000;553500;0
392;CTRG-055;Canon CA 92;Catridge Canon;-1;Bh;1;Bh;400000;547000;602000;0
393;CTRG-056;Canon 820 Black;Catridge Canon;0;Bh;1;Bh;410000;553500;609000;0
394;CTRG-057;Catridge HP 682 Black;Catridge HP;1;Bh;1;Bh;145000;196000;216000;0
395;CTRG-058;Catridge HP 682 Colour;Catridge HP;1;Bh;1;Bh;145000;196000;216000;0
396;CTRG-059;HP 685 BLACK;Catridge HP;0;Bh;1;Bh;155000;210000;231000;0
397;CTRG-060;HP 685 MAGENTA;Catridge HP;0;Bh;1;Bh;110000;150000;165000;0
398;CTRG-061;HP 685 YELLOW;Catridge HP;0;Bh;1;Bh;110000;150000;165000;0
399;CTRG-062;HP 685 CYAN;Catridge HP;0;Bh;1;Bh;110000;150000;165000;0
400;CTRG-063;Canon BH 7 Black;Catridge Canon;-3;Bh;1;Bh;312162;421500;464000;0
401;CTRG-064;Canon CH 7 Colour;Catridge Canon;2;Bh;1;Bh;378378;511000;652500;0
402;Cetak-001;Cetak Kartu Nama 1 Muka;Cetakan;0;Box;1;Box;0;0;0;0
403;Cetak-002;Cetak kartu nama BB;Cetakan;0;Box;1;Box;0;0;0;0
404;Cetakan R1-01;Blanko HVS 100lbr R1 Uk.F4 1W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
405;Cetakan R1-02;Blanko HVS 100lbr R1 Uk.F4 2W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
406;Cetakan R1-03;Blanko HVS 100lbr R1 Uk.F4 3W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
407;Cetakan R1-04;Blanko HVS 100lbr R1 Uk.F4 4W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
408;Cetakan R1-05;Blanko HVS 100lbr R1 Uk.1/2F4 1W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
409;Cetakan R1-06;Blanko HVS 100lbr R1 Uk.1/2F4 2W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
410;Cetakan R1-07;Blanko HVS 100lbr R1 Uk.1/2F4 3W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
411;Cetakan R1-08;Blanko HVS 100lbr R1 Uk.1/2F4 4W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
412;Cetakan R1-09;Blanko HVS 100lbr R1 Uk.1/3F4 1W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
413;Cetakan R1-10;Blanko HVS 100lbr R1 Uk.1/3F4 2W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
414;Cetakan R1-11;Blanko HVS 100lbr R1 Uk.1/3F4 3W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
415;Cetakan R1-12;Blanko HVS 100lbr R1 Uk.1/3F4 4W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
416;Cetakan R1-13;Blanko HVS 100lbr R1 Uk.1/4F4 1W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
417;Cetakan R1-14;Blanko HVS 100lbr R1 Uk.1/4F4 2W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
418;Cetakan R1-15;Blanko HVS 100lbr R1 Uk.1/4F4 3W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
419;Cetakan R1-16;Blanko HVS 100lbr R1 Uk.1/4F4 4W 70gr;Cetakan;0;Rim;1;Rim;0;0;0;0
420;Cetakan R2-01;Blanko NCR 50lbr R2 Uk.f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
421;Cetakan R2-02;Blanko NCR 50lbr R2 Uk.f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
422;Cetakan R2-03;Blanko NCR 50lbr R2 Uk.f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
423;Cetakan R2-04;Blanko NCR 50lbr R2 Uk.f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
424;Cetakan R2-05;Blanko NCR 50lbr R2 Uk.1/2f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
425;Cetakan R2-06;Blanko NCR 50lbr R2 Uk.1/2f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
426;Cetakan R2-07;Blanko NCR 50lbr R2 Uk.1/2f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
427;Cetakan R2-08;Blanko NCR 50lbr R2 Uk.1/2f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
428;Cetakan R2-09;Blanko NCR 50lbr R2 Uk.1/3f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
429;Cetakan R2-10;Blanko NCR 50lbr R2 Uk.1/3f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
430;Cetakan R2-11;Blanko NCR 50lbr R2 Uk.1/3f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
431;Cetakan R2-12;Blanko NCR 50lbr R2 Uk.1/3f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
432;Cetakan R2-13;Blanko NCR 50lbr R2 Uk.1/4f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
433;Cetakan R2-14;Blanko NCR 50lbr R2 Uk.1/4f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
434;Cetakan R2-15;Blanko NCR 50lbr R2 Uk.1/4f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
435;Cetakan R2-16;Blanko NCR 50lbr R2 Uk.1/4f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
436;Cetakan R3-01;Blanko NCR 50lbr R3 Uk.f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
437;Cetakan R3-02;Blanko NCR 50lbr R3 Uk.f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
438;Cetakan R3-03;Blanko NCR 50lbr R3 Uk.f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
439;Cetakan R3-04;Blanko NCR 50lbr R3 Uk.f4 4W;Cetakan;0;Rim;1;Rim;0;0;0;0
440;Cetakan R3-05;Blanko NCR 50lbr R3 Uk.1/2f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
441;Cetakan R3-06;Blanko NCR 50lbr R3 Uk.1/2f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
442;Cetakan R3-07;Blanko NCR 50lbr R3 Uk.1/2f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
443;Cetakan R3-08;Blanko NCR 50lbr R3 Uk.1/2f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
444;Cetakan R3-09;Blanko NCR 50lbr R3 Uk.1/3f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
445;Cetakan R3-10;Blanko NCR 50lbr R3 Uk.1/3f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
446;Cetakan R3-11;Blanko NCR 50lbr R3 Uk.1/3f4 3W;Cetakan;0;Rim;1;Rim;0;0;0;0
447;Cetakan R3-12;Blanko NCR 50lbr R3 Uk.1/3f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
448;Cetakan R3-13;Blanko NCR 50lbr R3 Uk.1/4f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
449;Cetakan R3-14;Blanko NCR 50lbr R3 Uk.1/4f4 2W;Cetakan;0;Rim;1;Rim;0;0;0;0
450;Cetakan R3-15;Blanko NCR 50lbr R3 Uk.1/4f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
451;Cetakan R3-16;Blanko NCR 50lbr R3 Uk.1/4f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
452;Cetakan R4-01;Blanko NCR 50lbr R4 Uk.f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
453;Cetakan R4-02;Blanko NCR 50lbr R4 Uk.f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
454;Cetakan R4-03;Blanko NCR 50lbr R4 Uk.f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
455;Cetakan R4-04;Blanko NCR 50lbr R4 Uk.f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
456;Cetakan R4-05;Blanko NCR 50lbr R4 Uk.1/2f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
457;Cetakan R4-06;Blanko NCR 50lbr R4 Uk.1/2f4 2W;Cetakan;0;Rim;1;Rim;0;0;0;0
458;Cetakan R4-07;Blanko NCR 50lbr R4 Uk.1/2f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
459;Cetakan R4-08;Blanko NCR 50lbr R4 Uk.1/2f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
460;Cetakan R4-09;Blanko NCR 50lbr R4 Uk.1/3f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
461;Cetakan R4-10;Blanko NCR 50lbr R4 Uk.1/3f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
462;Cetakan R4-11;Blanko NCR 50lbr R4 Uk.1/3f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
463;Cetakan R4-12;Blanko NCR 50lbr R4 Uk.1/3f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
464;Cetakan R4-13;Blanko NCR 50lbr R4 Uk.1/4f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
465;Cetakan R4-14;Blanko NCR 50lbr R4 Uk.1/4f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
466;Cetakan R4-15;Blanko NCR 50lbr R4 Uk.1/4f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
467;Cetakan R4-16;Blanko NCR 50lbr R4 Uk.1/4f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
468;Cetakan R5-01;Blanko NCR 50lbr R5 Uk.f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
469;Cetakan R5-02;Blanko NCR 50lbr R5 Uk.f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
470;Cetakan R5-03;Blanko NCR 50lbr R5 Uk.f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
471;Cetakan R5-04;Blanko NCR 50lbr R5 Uk.f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
472;Cetakan R5-05;Blanko NCR 50lbr R5 Uk.1/2f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
473;Cetakan R5-06;Blanko NCR 50lbr R5 Uk.1/2f4 2W;Cetakan;0;Rim;1;Rim;0;0;0;0
474;Cetakan R5-07;Blanko NCR 50lbr R5 Uk.1/2f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
475;Cetakan R5-08;Blanko NCR 50lbr R5 Uk.1/2f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
476;Cetakan R5-09;Blanko NCR 50lbr R5 Uk.1/3f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
477;Cetakan R5-10;Blanko NCR 50lbr R5 Uk.1/3f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
478;Cetakan R5-11;Blanko NCR 50lbr R5 Uk.1/3f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
479;Cetakan R5-12;Blanko NCR 50lbr R5 Uk.1/3f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
480;Cetakan R5-13;Blanko NCR 50lbr R5 Uk.1/4f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
481;Cetakan R5-14;Blanko NCR 50lbr R5 Uk.1/4f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
482;Cetakan R5-15;Blanko NCR 50lbr R5 Uk.1/4f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
483;Cetakan R5-16;Blanko NCR 50lbr R5 Uk.1/4f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
484;Cetakan R6-01;Blanko NCR 50lbr R6 Uk.f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
485;Cetakan R6-02;Blanko NCR 50lbr R6 Uk.f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
486;Cetakan R6-03;Blanko NCR 50lbr R6 Uk.f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
487;Cetakan R6-04;Blanko NCR 50lbr R6 Uk.f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
488;Cetakan R6-05;Blanko NCR 50lbr R6 Uk.1/2f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
489;Cetakan R6-06;Blanko NCR 50lbr R6 Uk.1/2f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
490;Cetakan R6-07;Blanko NCR 50lbr R6 Uk.1/2f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
491;Cetakan R6-08;Blanko NCR 50lbr R6 Uk.1/2f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
492;Cetakan R6-09;Blanko NCR 50lbr R6 Uk.1/3f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
493;Cetakan R6-10;Blanko NCR 50lbr R6 Uk.1/3f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
494;Cetakan R6-11;Blanko NCR 50lbr R6 Uk.1/3f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
495;Cetakan R6-12;Blanko NCR 50lbr R6 Uk.1/3f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
496;Cetakan R6-13;Blanko NCR 50lbr R6 Uk.1/4f4 1W;Cetakan;0;buku;1;buku;0;0;0;0
497;Cetakan R6-14;Blanko NCR 50lbr R6 Uk.1/4f4 2W;Cetakan;0;buku;1;buku;0;0;0;0
498;Cetakan R6-15;Blanko NCR 50lbr R6 Uk.1/4f4 3W;Cetakan;0;buku;1;buku;0;0;0;0
499;Cetakan R6-16;Blanko NCR 50lbr R6 Uk.1/4f4 4W;Cetakan;0;buku;1;buku;0;0;0;0
500;Cont-001;Container dokumen;.;0;Bh;1;Bh;225000;600000;600000;0
501;D-001;Dispenser Lion No 50;ATK;6;Bh;1;Bh;21500;30000;33000;0
502;D-002;Dispenser Lion No 7;ATK;8;Bh;1;Bh;15000;20500;23000;0
503;D-003;Dispenser Joyko TD-2S;ATK;39;Bh;1;Bh;13000;18000;20000;0
504;D.TAPE-001;"Isolasi DTape 1/4"" Kenko / Joyko";ATK;274;Roll;1;Roll;1156;2000;2500;0
505;D.TAPE-001;"Isolasi DTape 1/4"" Kenko / Joyko";ATK;5,71;Slop;48;Roll;55488;86500;0;0
506;D.TAPE-002;"Isolasi DTape 1/2"" Kenko / Joyko";ATK;113;Roll;1;Roll;2333;3500;4000;0
507;D.TAPE-002;"Isolasi DTape 1/2"" Kenko / Joyko";ATK;4,71;Slop;24;Roll;55992;76000;0;0
508;D.TAPE-003;"Isolasi DTape 1"" Kenko / Joyko";ATK;40;Roll;1;Roll;4666;6500;7500;0
509;D.TAPE-003;"Isolasi DTape 1"" Kenko / Joyko";ATK;3,33;Slop;12;Roll;55992;70500;0;0
510;D.TAPE-004;"Isolasi DTape 2"" Kenko / Joyko";ATK;0;Roll;1;Roll;8417;12000;13500;0
511;D.TAPE-004;"Isolasi DTape 2"" Kenko / Joyko";ATK;0;Slop;6;Roll;50502;65000;0;0
512;D.TAPE-005;"Isolasi DTape 1"" Busa 3M";ATK;1;Roll;1;Roll;55000;74500;82000;0
513;D.TAPE-006;"Isolasi DTape 1"" Busa DAIMARU";ATK;6;Roll;1;Roll;7222;10000;11000;0
514;D.TAPE-007;Isolasi DTape 1/2'' DM;ATK;19;Roll;1;Roll;2303;3500;4000;0
515;D.TAPE-007;Isolasi DTape 1/2'' DM;ATK;0,95;Slop;20;Roll;46060;63000;0;0
516;D.TAPE-008;Isolasi DTape 1'' DM;ATK;49;Roll;1;Roll;4606;6500;7500;0
517;D.TAPE-008;Isolasi DTape 1'' DM;ATK;4,9;Slop;10;Roll;4606;58500;0;0
518;D.TAPE-009;"Isolasi DTape 2"" DM";ATK;37;Roll;1;Roll;9134;12500;14000;0
