sku;name;category;stock;unit;costPrice;price;minStock
OFSET-031;TC 6208 Gold;Tinta Printing;1,00;Kg;395.883,00;534.500,00;5,00
OFSET-032;Toyo Ink Black;Tinta Printing;0,00;Kg;222.540,00;300.500,00;5,00
OFSET-033;Toyo Ink Magenta;Tinta Printing;0,00;Kg;242.120,00;327.000,00;5,00
OFSET-034;Toyo Ink Cyan;Tinta Printing;0,00;Kg;251.444,00;340.000,00;5,00
OFSET-035;Toyo Ink Yellow;Tinta Printing;0,00;Kg;259.000,00;350.000,00;5,00
OFSET-036;Pastapur;Tinta Printing;0,00;Kg;355.000,00;479.500,00;5,00
OFSET-037;Tinta BO Nexus Z Process Black;Tinta Printing;0,00;Kaleng;104.107,00;141.000,00;0,00
OFSET-038;Tinta BO Nexus Z Process Yellow;Tinta Printing;0,00;Kaleng;112.399,00;152.000,00;0,00
OFSET-039;Tinta BO Nexus Z Process Cyan;Tinta Printing;0,00;Kaleng;122.257,00;165.500,00;0,00
OFSET-040;Tinta BO Nexus Z Process Magenta;Tinta Printing;0,00;Kaleng;117.374,00;158.500,00;0,00
OFSET-041;ALKOHOL MURNI;Tinta Printing;21,00;Liter;35.500,00;40.500,00;2,00
OFSET-042;Crystal INK HD-Black;Tinta;-3,00;Kg;100.500,00;136.000,00;0,00
OFSET-043;Crystal INK HD-Cyan;Tinta;-5,00;Kg;113.000,00;153.000,00;0,00
OFSET-044;Crystal INK HD-Magenta;Tinta;1,00;Kg;110.750,00;150.000,00;0,00
OFSET-045;Crystal INK HD-Yellow;Tinta;-2,00;Kg;107.500,00;145.500,00;0,00
OFSET-046;TC 5400 Black;Tinta;0,00;Kg;395.883,00;534.500,00;0,00
OFSET-047;TC 1105 Bronze RED;Tinta;0,00;Kg;395.883,00;534.500,00;0,00
OFSET-048;TC 4105 CF Green;Tinta;0,00;Kg;395.883,00;534.500,00;0,00
OFSET-049;TC 3005 Reflex Blue;Tinta;0,00;Kg;395.883,00;534.500,00;0,00
OFSET-050;TC 7000 White;Tinta;0,00;1.5 Kg;395.883,00;534.500,00;0,00
OFSET-051;Developer @5 Liter;Tinta;39,00;Derigen;92.500,00;87.500,00;1,00
OFSET-052;INKRedible Black;Tinta;3,00;Kaleng;182.040,00;381.840,00;0,00
OFSET-053;INKRedible Cyan;Tinta;3,00;Kaleng;204.240,00;381.840,00;0,00
OFSET-054;INKRedible Magenta;Tinta;4,00;Kaleng;195.360,00;381.840,00;0,00
OFSET-055;INKRedible Yellow;Tinta;3,00;Kaleng;182.040,00;381.840,00;0,00
OFSET-056;TB Black 5400;Tinta;0,00;KG;123.999,00;111.711,00;2,00
OFSET-057;TB TC 1405 UC RED;Tinta;2,00;KG;117.117,00;117.117,00;1,00
OFSET-058;TB TC 0105 MEDIUM YELLOW;Tinta;2,00;KG;141.499,00;127.477,00;0,00
OFSET-059;TB REFLEX BLUE;Tinta;4,00;KG;154.499,00;139.189,00;0,00
OFSET-060;TB TC 4003 GREEN;Tinta;2,00;KG;127.027,00;127.027,00;0,00
OFSET-061;TB WHITE;Tinta;1,00;KG;147.999,00;133.333,00;0,00
OP-001;ONGKOS POTONG MINIM;ATK;0,00;KG;0,00;15.000,00;0,00
OP-002;Ongkos Potong Per KG;ATK;0,00;KG;0,00;1.500,00;0,00
OS-001;Ongkos Seeting;ATK;0,00;set;0,00;20.000,00;0,00
PCF-001;Plastik Bantex Cp Safe F4 2044/8044;ATK;2,00;Pak;134.000,00;181.000,00;5,00
PCF-002;Plastik Bantex Cp Safe A4 2035;ATK;-5,00;Pak;108.250,00;146.500,00;5,00
PCF-003;Plastik Bantex Cp Safe A4 2040/8040;ATK;6,00;Pak;95.000,00;128.500,00;5,00
PCF-004;Plastik Bantex Cp Safe A3 2036 Potrait;ATK;0,00;Pak;30.000,00;108.000,00;5,00
PCF-005;Plastik Bantex Cp Safe A3 2037 Lnscpe;ATK;-3,00;Pak;132.000,00;178.500,00;5,00
PCF-006;Plastik Bambi  Cp Safe F4 5221;ATK;88,00;Set;23.000,00;31.500,00;5,00
PCF-007;Plastik Copy Safe F4 Intex;ATK;0,00;set;10.000,00;18.000,00;0,00
PCF-008;Plastik Bantex Cp Safe A4 2040;ATK;1,00;Set;18.000,00;24.500,00;5,00
PCF-009;Plastik Bantex Cp Safe F4 8843;ATK;5,00;Pak;95.000,00;128.500,00;5,00
PCF-010;Plastik Bambi  Cp Safe A4 5220;ATK;23,00;Set;19.000,00;26.000,00;0,00
PCF-011;Plastik Bantex Cp Safe A4 8035;ATK;14,00;Pak;108.500,00;146.500,00;2,00
PEMBATAS-001;Pembatas Abjad Bambi 2605;ATK;5,00;Bks;5.750,00;8.000,00;10,00
PEMBATAS-002;Pembatas Abjad Bambi 2610;ATK;0,00;Bks;20.000,00;27.000,00;10,00
PEMBATAS-003;Pembatas Abjad Bambi 2710;ATK;7,00;Bks;15.325,00;21.000,00;10,00
PEMBATAS-004;Pembatas Abjad Bantex 6050;ATK;50,00;Bks;9.500,00;13.000,00;10,00
PEMBATAS-005;Pembatas Besi 07 LION;ATK;-5,00;set;22.083,00;30.000,00;12,00
PEMBATAS-006;Pembatas Bantex 6052 angka (1-31);ATK;20,00;Bks;28.750,00;39.000,00;0,00
PEMBATAS-007;Pembatas Bantex 6051 angka (1-12);ATK;-13,00;Bks;11.360,00;15.500,00;0,00
PEMBATAS-008;Pembatas Bantex 6043 Abjad (A-Z);ATK;54,00;Bks;19.000,00;26.000,00;0,00
PEMBOLONG-001;Pembolong No 30 Joyko / Kenko;ATK;54,00;Bh;11.500,00;17.000,00;5,00
PEMBOLONG-002;Pembolong No 40 Joyko / Kenko;ATK;25,00;Bh;19.853,00;27.000,00;5,00
PEMBOLONG-003;Pembolong No 85 Joyko / Kenko;ATK;18,00;Bh;38.000,00;51.500,00;5,00
PEMBOLONG-004;Pembolong 3 Lubang 999 Kwtrio;ATK;0,00;Bh;50.500,00;67.500,00;5,00
PEMBOLONG-005;Pembolong No 85 XL Kenko;ATK;0,00;Bh;51.650,00;70.000,00;3,00
PEMOTONG-001;Pemotong kertas V-TECH Folio;ATK;0,00;Bh;155.000,00;210.000,00;2,00
PEMOTONG-002;Pemotong kertas V-TECH A3;ATK;0,00;Bh;205.000,00;277.000,00;2,00
PENGGARIS-001;Penggaris Kayu 1 Meter;ATK;0,00;Bh;10.000,00;13.500,00;2,00
PENGGARIS-002;Penggaris Kayu Segitiga;ATK;-2,00;Bh;7.750,00;10.500,00;2,00
PENGGARIS-003;Penggaris Segi3 No 12 Buttfly;ATK;0,00;Bh;11.000,00;15.000,00;2,00
PENGGARIS-004;Penggaris Segi3 No 10 Buttfly;ATK;0,00;Bh;9.000,00;12.500,00;2,00
PENGGARIS-005;Penggaris Segi3 No 8 Buttfly;ATK;0,00;Bh;6.666,00;9.000,00;2,00
PENGGARIS-006;Penggaris Besi 15 cm Joyko / Kenko;ATK;-19,00;Bh;1.667,00;3.000,00;12,00
PENGGARIS-007;Penggaris Besi 30 cm joyko / Kenko;ATK;-77,00;Bh;5.416,00;8.500,00;12,00
PENGGARIS-008;Penggaris Besi 50 cm Joyko / Kenko;ATK;4,00;Bh;9.166,00;12.500,00;12,00
PENGGARIS-009;Penggaris Besi 60 cm Joyko / Kenko;ATK;-12,00;Bh;9.500,00;14.000,00;12,00
PENGGARIS-010;Penggaris Besi 1 Mtr Kenko;ATK;2,00;Bh;39.000,00;53.000,00;12,00
PENGGARIS-011;Penggaris Mika butterfly 30 cm;ATK;114,00;Bh;1.916,67;3.000,00;12,00
PENGGARIS-012;Penggaris Mika Butterfly 100cm;ATK;0,00;Pcs;30.000,00;40.500,00;0,00
PENGHAPUS-001;Penghapus Joyko Kecil B40;ATK;541,00;Bh;612,00;1.000,00;40,00
PENGHAPUS-002;Penghapus Joyko Hitam Kecil B40;ATK;0,00;Bh;587,00;1.000,00;40,00
PENGHAPUS-003;Penghapus Joyko besar B20;ATK;180,00;Bh;1.500,00;2.500,00;20,00
PENGHAPUS-004;Penghapus Stadler Kecil B40;ATK;68,00;Bh;1.625,00;2.500,00;40,00
PENGHAPUS-005;Penghapus Stadler Besar B20;ATK;68,00;Bh;7.000,00;9.500,00;20,00
PENGHAPUS-006;Penghapus Faber castle B40;ATK;109,00;Bh;2.062,00;3.000,00;40,00
PENGHAPUS-007;Penghapus W/B Plastik Atari;ATK;74,00;Bh;7.083,34;10.000,00;12,00
PENGHAPUS-008;Penghapus W/B Gagang kayu Besar;ATK;0,00;Bh;3.750,00;5.500,00;12,00
PENGHAPUS-009;Penghapus W/B Gagang kayu Kecil;ATK;0,00;Bh;2.550,00;3.500,00;12,00
PENGHAPUS-010;Penghapus Pulpen Pelikan BR80 Kecil;ATK;453,00;Bh;3.125,00;4.500,00;40,00
PENGHAPUS-011;Penghapus Pulpen Pelikan BR20 Besar;ATK;-6,00;Bh;3.750,00;5.000,00;40,00
PENGHAPUS-012;Penghapus Lyra Putih;ATK;25,00;Bh;1.600,00;2.000,00;40,00
PENSIL-001;Pensil 2B Faber Castel;ATK;396,00;Bh;3.416,00;5.000,00;144,00
PENSIL-002;Pensil 2HB Faber Castel;ATK;0,00;Bh;2.375,00;3.500,00;24,00
PENSIL-007;Pensil Paket Standart Fabercastel;ATK;0,00;Set;19.000,00;26.000,00;5,00
PENSIL-008;Pensil Paket Standar;ATK;0,00;Set;12.500,00;17.000,00;5,00
PENSIL-009;Klir 12 Pendek Joyko;ATK;0,00;Set;4.250,00;6.000,00;5,00
PENSIL-010;Klir 12 Panjang Joyko;ATK;0,00;Set;7.708,00;10.500,00;5,00
PENSIL-011;Klir 12 Panjang Kenko;ATK;-23,00;Set;10.000,00;13.500,00;5,00
PENSIL-012;Pensil Merah Biru Five Star;ATK;97,00;Bh;1.667,00;2.500,00;12,00
PENSIL-013;Pensil Mekanik Joyko MP08;ATK;0,00;Bh;3.350,00;5.000,00;24,00
PENSIL-014;Pensil Mekanik Joyko MP01;ATK;181,00;Bh;3.229,00;5.000,00;24,00
PENSIL-015;Pensil Mekanik Joyko MP36;ATK;0,00;Bh;1.166,00;2.000,00;24,00
PENSIL-016;Pensil Mekanik Staedler 0,5;ATK;0,00;Bh;10.000,00;13.500,00;24,00
PENSIL-017;Pensil Mekanik Pilot H 185 N;ATK;1,00;Bh;11.909,00;16.500,00;24,00
PENSIL-018;Pensil 2B Staedler;ATK;103,00;Bh;2.916,00;4.000,00;24,00
PENSIL-019;Pensil 2B Grebel;ATK;22,00;Bh;2.291,00;3.000,00;24,00
PENSIL-020;Pensil 2B Cung Hwa;ATK;47,00;Bh;763,00;1.500,00;24,00
PENSIL-021;Pensil 2B Chung Hwa Warna 6611;ATK;-1,00;Bh;1.166,00;2.000,00;24,00
PENSIL-022;Pensil 2B Joyko P-88;ATK;657,00;Bh;645,84;1.000,00;24,00
PENSIL-023;Pensil 2B Kenko 6161;ATK;70,00;Bh;607,00;1.000,00;24,00
PENSIL-024;Pensil 2B Lyra;ATK;121,00;Bh;1.833,00;3.000,00;24,00
PENSIL-CUP-001;Tempat Pensil CUP;ATK;-7,00;PCS;6.600,00;10.000,00;0,00
PIT-002;Pita jilid buku/ Punggung;ATK;0,00;Roll;150.000,00;202.500,00;10,00
PIT-003;Pita jilid buku 50 Yard;ATK;0,00;Roll;85.000,00;115.000,00;10,00
PITA-001;Cartridge LQ2180, 2170+Rmh Epson;Catridge M.TIK;0,00;Bh;176.000,00;238.000,00;5,00
PITA-002;Cartridge LQ2180, 2170+Rmh Print Ink;Catridge M.TIK;0,00;Bh;60.000,00;81.000,00;5,00
PITA-003;Cartridge LX300 (8750)+Rmh Epson;Catridge M.TIK;0,00;Bh;46.000,00;62.500,00;5,00
PITA-004;Cartridge LX300 (8750)+Rmh Print Ink;Catridge M.TIK;0,00;Bh;16.000,00;22.000,00;5,00
PITA-005;Catridge LQ300 (7753)+Rmh Epson;Catridge M.TIK;9,00;Bh;70.000,00;88.000,00;5,00
PITA-006;Catridge LQ310+Rmh Epson;Catridge M.TIK;8,00;Bh;61.000,00;82.500,00;5,00
PITA-007;Cartridge LQ-590 + Rmh Epson;Catridge M.TIK;5,00;Bh;145.000,00;196.000,00;5,00
PITA-008;R. Pita 8758 Print Ink Lx 400;Catridge M.TIK;0,00;Bh;5.000,00;7.500,00;5,00
PITA-010;R. Pita 8758 E-Print Lx 300;Catridge M.TIK;57,00;Bh;8.953,00;12.500,00;5,00
PITA-011;R. Pita 8758 Epson Lx 300 (ori);Catridge M.TIK;5,00;Bh;40.000,00;61.000,00;5,00
PITA-012;R. Pita 7755 Epson LQ300/310 (ori);Catridge M.TIK;21,00;Bh;52.500,00;71.000,00;5,00
PITA-013;R. Pit LQ 2180, 2170 Eps (ori);Catridge M.TIK;4,00;Bh;72.000,00;97.500,00;5,00
PITA-014;R. Pita LQ 2180, 2170 PrinInk;Catridge M.TIK;0,00;Bh;20.000,00;27.000,00;5,00
PITA-015;Pita MsnTik Elek Brother 1030;Catridge M.TIK;14,00;Bh;55.000,00;74.500,00;5,00
PITA-016;Pita MsnTik E.Brother1031;Catridge M.TIK;0,00;Bh;35.000,00;40.500,00;5,00
PITA-017;Pita MsnTik E Fullmark Brother;Catridge M.TIK;0,00;Bh;19.500,00;26.500,00;5,00
PITA-018;Pita MsnTik E Fullmark Brother AX-10;Catridge M.TIK;0,00;Bh;25.000,00;34.000,00;5,00
PITA-019;Pita MsnTik E.Nakajima AX 200;Catridge M.TIK;-5,00;Bh;57.500,00;78.000,00;5,00
PITA-020;Pita MsnTik E.Canon AP 100;Catridge M.TIK;0,00;Bh;26.000,00;35.500,00;5,00
PITA-021;Pita MsnTik Fullmark ERC 27;Catridge M.TIK;0,00;Bh;21.000,00;28.500,00;5,00
PITA-022;Pita MsnTik Fujitsu DL 3850 Hitam;Catridge M.TIK;0,00;Bh;145.000,00;196.000,00;5,00
PITA-023;Pita MsnTik Fujitsu DL 3850 Biru;Catridge M.TIK;0,00;Bh;145.000,00;196.000,00;5,00
PITA-024;tipe X mesin TIK fullmark;Catridge M.TIK;0,00;Bh;30.000,00;40.500,00;5,00
PITA-025;Tipe X mesin TIK Brother;Catridge M.TIK;8,00;Bh;29.400,00;40.000,00;5,00
PITA-026;Compu Print Sp 40;Catridge M.TIK;8,00;Bh;147.000,00;198.500,00;5,00
PITA-027;R.Pita PLQ 20 Epson;Catridge M.TIK;6,00;Bh;169.666,67;230.000,00;5,00
PITA-028;R. Pita Lx 310 Epson;Catridge M.TIK;9,00;Bh;40.000,00;54.000,00;5,00
PITA-029;Catridge Ribbon Epson ERC 38B;Tinta Printing;20,00;Bh;35.000,00;47.500,00;5,00
PITA-030;Cartridge LX 310+Rmh Epson;Catridge M.TIK;8,00;Bh;46.000,00;62.500,00;5,00
PITA-031;Catridge Ribbon Fullmark ERC 38B;Catridge M.TIK;0,00;Bh;25.000,00;36.000,00;5,00
PITA-032;Catridge Ribbon E-Print ERC 38 Black;Catridge M.TIK;14,00;Bh;22.269,00;31.000,00;5,00
PL-001;Plastik Fotocopy Jeruk;ATK;-1,00;Roll;70.000,00;94.500,00;5,00
PL-002;Plastik Laminating A3 Toho;ATK;6,00;Pak;172.500,00;233.000,00;5,00
PL-003;Plastik Laminating A4 Toho;ATK;15,00;Pak;90.000,00;121.500,00;5,00
PL-004;Plastik Laminating F4 Toho;ATK;16,00;Pak;90.000,00;122.000,00;5,00
PL-005;Plastik Laminating F4 Eprin;ATK;9,00;Pak;100.988,00;136.500,00;5,00
PL-006;Plastik Laminating A4 Eprin;ATK;13,00;Pak;97.626,00;132.000,00;5,00
PL-007;Plastik Laminating Roll Eprin (Glosy);ATK;4,00;Roll;150.802,00;204.000,00;5,00
PL-008;Plastik Laminating Roll Eprin (Doff);ATK;1,00;Roll;157.255,00;212.500,00;5,00
PL-009;Plastik Laminating KTP Toho Tipis 100;ATK;0,00;Pak;12.500,00;17.000,00;5,00
PL-010;Plastik Laminating KTP Toho Tebal 250;ATK;-5,00;Pak;25.000,00;34.000,00;5,00
PL-011;Plastik Laminating Dingin Doff 85gr E-print;ATK;10,00;Pak;33.600,00;45.500,00;5,00
PL-012;Plastik Laminating A3 E-print;ATK;1,00;Pak;195.459,00;264.000,00;2,00
PL-013;Plastik Yasica A4 Bening;ATK;10,00;Pak;40.000,00;54.000,00;5,00
PL-014;Plastik Laminating A4 TOHO 250Micron;ATK;1,00;Pak;305.000,00;412.000,00;2,00
PLAT-001;PLAT TOKO;PLAT;-285,20;Pcs;3.953,00;10.000,00;0,00
PLAT-002;PLAT GT0 46;PLAT;399,00;Pcs;8.058,00;30.000,00;10,00
PLAT-003;PLAT GTO 52;PLAT;-53,00;Pcs;8.058,00;20.500,00;10,00
PLAT-004;PLAT OLIVER 52 / SM 52;PLAT;216,00;Pcs;9.519,00;23.000,00;10,00
PLAT-005;PLAT OLIVER 58;PLAT;140,00;Pcs;12.000,00;31.000,00;10,00
PLAT-006;PLAT KOMORI 66;PLAT;34,00;Pcs;23.262,00;35.000,00;10,00
PLAT-007;PLAT SOR M 72 / SM 72;PLAT;6,00;Pcs;28.051,00;40.000,00;10,00
PLAT-01;PLAT TOKO;PLAT;0,00;PCS;0,00;10.000,00;0,00
PLAT-02;PLAT GTO 46;PLAT;0,00;PCS;0,00;20.000,00;0,00
PLAT-03;PLAT GTO 52;PLAT;0,00;PCS;0,00;20.500,00;0,00
PLAT-04;PLAT RYOBT 48;PLAT;0,00;PCS;0,00;20.000,00;0,00
PLAT-05;PLAT OLIVER 52/ SM 52;PLAT;0,00;PCS;0,00;23.000,00;0,00
PLAT-06;PLAT OLIVER 58;PLAT;0,00;PCS;0,00;31.000,00;0,00
PLAT-07;PLAT MO BS;PLAT;0,00;PCS;0,00;30.000,00;0,00
PLAT-08;PLAT OLIVER 66/HARMONI 66;PLAT;0,00;PCS;0,00;35.000,00;0,00
PLAT-09;PLAT OLIVER 72;PLAT;0,00;PCS;0,00;40.000,00;0,00
PLAT-10;PLAT HOMORI 72;PLAT;0,00;PCS;0,00;40.000,00;0,00
PLAT-11;PLAT SOR M 72/SM 72;PLAT;0,00;PCS;0,00;40.000,00;0,00
PLN-001;ArtCarton 230gr 79x109 79/109;Plano;1.500,00;Lbr;3.070,00;3.700,00;0,00
PLN-002;Pot Artcarton 230gr 35x44 79/109;Plano;8.590,00;Lbr;614,00;1.200,00;0,00
PLN-003;Pot ArtCarton 230gr 32,5x48,5 65/90;Plano;481,00;Lbr;568,00;1.100,00;0,00
PLN-004;Pot ArtCarton 260gr 32,5x48,5 65/100;Plano;4.000,00;Lbr;642,00;1.200,00;0,00
PLN-005;ArtPaper 150gr 32,5x48,5 65/100;Plano;3.000,00;Lbr;772,00;1.000,00;0,00
PLN-006;Karton TIK Kuning 79x109;Plano;200,00;Lbr;4.100,00;4.600,00;0,00
PLN-007;Karton TIK Biru 79x109;Plano;300,00;Lbr;4.100,00;4.600,00;0,00
PLN-008;Duplex 310gr 90/120;Plano;498,00;Lbr;3.700,00;4.200,00;0,00
PLN-009;ArtCarton 260gr 79x109;Plano;4.501,00;Lbr;3.472,00;4.000,00;0,00
PLN-010;HVS A3 70 Pink;Plano;4,00;Rim;127.000,00;132.000,00;0,00
PLN-011;ArtCarton 230gr 79x109;Plano;300,00;Lbr;3.012,00;3.600,00;0,00
PLN-012;ArtCarton 260gr 65x100;Plano;0,00;Lbr;2.570,00;3.100,00;0,00
PLN-013;Karton Bufallo Kuning Kunyit;Plano;1,00;Lbr;6.500,00;7.000,00;0,00
PLN-014;Kertas Samson 80gr;Plano;0,00;Lbr;1.600,00;2.500,00;0,00
PLN-015;Karton Tik Putih 42x29,7 A3;Plano;1.000,00;Lbr;771,00;1.500,00;0,00
PLN-016;Sticker Vinyl Glossy Quantex A3+;Cetakan;500,00;Lbr;4.250,00;4.250,00;0,00
PLN-017;Artpaper 150gr 35x44 79/109;Plano;10.500,00;Lbr;453,00;1.000,00;0,00
PLN-018;ArtCarton 210gr 35x44 79/109;Plano;2.500,00;Lbr;561,00;1.100,00;0,00
PLN-019;ArtCarton 230gr 32x45 65/90;Plano;2.000,00;Lbr;522,00;1.100,00;0,00
PLN-020;ArtCarton 230gr 32,5x48,5 65/100;Plano;2.925,00;Lbr;579,00;1.100,00;0,00
POSIT-001;Pos It 653 3M;ATK;157,00;Bh;4.750,00;6.500,00;12,00
POSIT-002;Pos It 654 Pronto;ATK;0,00;Bh;6.250,00;9.000,00;12,00
POSIT-003;Pos It 654 3M;ATK;38,00;Bh;9.791,67;13.500,00;12,00
POSIT-004;Pos It 653 Warna 3M;ATK;117,00;Bh;5.125,00;7.000,00;12,00
POSIT-005;Pos It 654 Warna 3M;ATK;2,00;Pak;57.500,00;78.000,00;12,00
POSIT-006;Pos It 655 3M;ATK;7,00;Bh;17.333,00;23.500,00;12,00
POSIT-007;Pos It Pronto Mark & Note;ATK;277,00;Bks;8.750,00;12.000,00;12,00
POSIT-008;Pos It Warna 654 Pronto;ATK;0,00;Pak;27.500,00;37.500,00;12,00
POSIT-009;Pos It T&J 44-Z;ATK;329,00;Bks;8.166,00;11.500,00;12,00
POSIT-010;Pos It T&J 44-SH;ATK;130,00;Bks;8.250,00;11.500,00;12,00
POSIT-011;post it sign here  T&J 33-SH;ATK;189,00;Bks;8.250,00;11.500,00;12,00
POSIT-012;Pos It Sign Here 680 3M;ATK;46,00;Bh;18.500,00;25.000,00;12,00
POSIT-013;Post it 684-SH 3M Sign Here;ATK;11,00;Pcs;39.500,00;53.500,00;0,00
POSIT-014;Pos It 657 3M;ATK;66,00;Bh;16.666,00;22.500,00;5,00
POSIT-015;Pos It 656 3M;ATK;68,00;Bh;8.750,00;12.000,00;5,00
POSIT-016;Post It Sign Here Pronto;ATK;37,00;Bks;20.000,00;20.000,00;5,00
PP-001;Paku Payung;ATK;-20,00;Dus;1.400,00;2.000,00;10,00
PRNT-001;Boat/casing Cover Tipis;Kertas;0,00;Lbr;0,00;400,00;0,00
PRNT-002;PRINT A3 HVS WARNA;PRNT;0,00;LBR;0,00;5.000,00;0,00
PRNT-003;PRINT A3+AC/AP;PRNT;0,00;LBR;0,00;10.000,00;0,00
PRNT-004;PRINT A3+AC/AP BB;PRNT;0,00;LBR;0,00;20.000,00;0,00
PRNT-005;PRINT A3+AC/AP AGEN;PRNT;0,00;LBR;0,00;5.000,00;0,00
PRNT-006;PRINT A3+AC/AP BB AGEN;PRNT;0,00;LBR;0,00;10.000,00;0,00
PRNT-007;PRINT STIKER CROMO;PRNT;0,00;LBR;0,00;15.000,00;0,00
PRNT-008;PRINT STIKER CROMO AGEN;PRNT;0,00;LBR;0,00;7.500,00;0,00
PRNT-009;PRINT STIKER TRANS/VINIL;PRNT;0,00;LBR;0,00;30.000,00;0,00
PRNT-010;PRINT STIKER TRANS/VINIL AGEN;PRNT;0,00;LBR;0,00;22.000,00;0,00
PRNT-011;PRINT A3+LINEN;PRNT;0,00;LBR;0,00;11.000,00;0,00
PRNT-012;PRINT A3+LINEN AGEN;MNM;0,00;LBR;0,00;6.000,00;0,00
PRNT-013;PRINT A3+LINEN BB;PRNT;0,00;LBR;0,00;6.000,00;0,00
PRNT-014;PRINT A3+LINEN  BB AGEN;PRNT;0,00;LBR;0,00;22.000,00;0,00
PRNT-015;Print HVS A4/F4 Hitam Putih;PRNT;0,00;LBR;0,00;3.000,00;0,00
PRNT-016;PRINT HVS A4/F4 WARNA;PRNT;0,00;LBR;0,00;4.000,00;0,00
PRNT-017;Print Master;PRNT;0,00;LBR;0,00;6.000,00;0,00
PRNT-018;PRINT A3 HVS H/P;PRNT;0,00;LBR;0,00;3.000,00;0,00
PS-001;Pita Mesin Tik Swallow Hitam;ATK;-17,00;Roll;43.750,00;60.000,00;10,00
PS-002;Pita Casio;ATK;-5,00;Pcs;6.250,00;8.500,00;0,00
PT-001;Papan tulis W/B 20X30 MAGNET;ATK;0,00;Bh;45.000,00;61.000,00;1,00
PT-002;Papan tulis W/B 40X60 MAGNET;ATK;-1,00;Bh;70.000,00;95.000,00;1,00
PT-003;Papan tulis W/B 45X60 MAGNET;ATK;0,00;Bh;135.000,00;182.500,00;1,00
PT-004;Papan tulis W/B 45X60 MAGNET + Kaki;ATK;0,00;Bh;339.000,00;460.000,00;1,00
PT-005;Papan tulis W/B 60X90 MAGNET;ATK;0,00;Bh;155.000,00;210.000,00;1,00
PT-006;Papan tulis W/B 60X90 NON MAGNET;ATK;0,00;Bh;242.500,00;327.500,00;1,00
PT-007;Papan tulis W/B 60X120 MAGNET;ATK;0,00;Bh;287.000,00;387.500,00;1,00
PT-008;Papan tulis W/B 60X120 NON MAGNET;ATK;0,00;Bh;130.000,00;175.500,00;1,00
PT-009;Papan tulis W/B 80X120 MAGNET;ATK;0,00;Bh;230.000,00;310.500,00;1,00
PT-010;Papan tulis W/B 90X120 MAGNET;ATK;0,00;Bh;420.000,00;567.000,00;1,00
PT-011;Papan tulis W/B 90X120 NON MAGNET;ATK;0,00;Bh;464.000,00;626.500,00;1,00
PT-012;Papan tulis W/B 90X180 MAGNET;ATK;0,00;Bh;550.000,00;742.500,00;1,00
PT-013;Papan tulis W/B 90X180 NON MAGNET;ATK;0,00;Bh;290.000,00;392.000,00;1,00
PT-014;Papan tulis W/B 120X180 MAGNET;ATK;0,00;Bh;600.000,00;810.000,00;1,00
PT-015;Papan tulis W/B 120X240 MAGNET;ATK;0,00;Bh;800.000,00;1.080.000,00;1,00
PT-016;Papan tulis W/B 120X240 NON  MAGNET;ATK;0,00;Bh;530.000,00;720.000,00;1,00
PT-017;Papan Nama Aklirik Kecil;ATK;0,00;Bh;13.000,00;18.000,00;1,00
PT-018;Papan Nama Aklirik Sedang GM 7X30cm;ATK;0,00;Bh;17.000,00;23.000,00;1,00
PT-019;Papan Nama Aklirik Besar GM 8X30cm;ATK;0,00;Bh;30.000,00;40.500,00;1,00
PT-020;Papan Tulis Uk. 40x60 Non Magnet;ATK;0,00;Bh;126.500,00;171.000,00;0,00
PULPEN-001;Pulpen Ball Liner Hitam;ATK;262,00;Bh;12.291,00;17.000,00;60,00
PULPEN-002;Pulpen Ball Liner Biru;ATK;322,00;Bh;12.847,00;17.500,00;60,00
PULPEN-003;Pulpen Ball Liner Merah;ATK;143,00;Bh;12.500,00;17.000,00;60,00
PULPEN-004;Pulpen Ball Liner Hijau;ATK;0,00;Bh;12.500,00;17.000,00;60,00
PULPEN-005;Pulpen Boxy Uniball Hitam;ATK;410,00;Bh;7.583,00;10.500,00;60,00
PULPEN-006;Pulpen Boxy Uniball Biru;ATK;147,00;Bh;7.583,00;10.500,00;60,00
PULPEN-007;Pulpen Boxy Uniball Merah;ATK;274,00;Bh;6.666,00;9.000,00;60,00
PULPEN-008;Pulpen Pilot BPTP Hitam;ATK;223,00;Bh;1.458,00;2.000,00;60,00
PULPEN-009;Pulpen Pilot BPTP Biru;ATK;943,00;Bh;1.458,00;2.000,00;60,00
PULPEN-010;Pulpen Pilot BPTP Merah;ATK;336,00;Bh;1.458,00;2.000,00;60,00
PULPEN-011;Pulpen Joyko Jumbo GP 161 Hitam;ATK;442,00;Bh;2.500,00;3.500,00;60,00
PULPEN-012;Pulpen Joyko Jumbo GP 161 Biru;ATK;149,00;Bh;2.500,00;3.500,00;60,00
PULPEN-013;Pulpen Joyko Sign Pro 169 Biru;ATK;0,00;Bh;3.923,00;5.500,00;60,00
PULPEN-014;Pulpen Joyko Sign Pro 169 Hitam;ATK;871,00;Bh;4.000,00;5.500,00;60,00
PULPEN-015;Pulpen Bic 2 Warna;ATK;8,00;Bh;7.000,00;9.500,00;60,00
PULPEN-016;Pulpen Joyko Quaco 4 Warna;ATK;91,00;Bh;3.923,00;6.000,00;60,00
PULPEN-017;Pulpen Faster C600 hitam;ATK;0,00;Bh;1.771,00;3.000,00;60,00
