Kode Item;Nama Item;Jenis;Merek;Rak;Tipe Item;Konversi;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3;Harga Level 4;Keterangan
BUKU-024;Buku Nota Besar R1 PPL;ATK;Buku Nota Besar R1 PPL;R9;INV;1;Bk;3000;4500;5000;0;0;
BUKU-024;Buku Nota Besar R1 PPL;ATK;Buku Nota Besar R1 PPL;R9;INV;10;Pak;30000;40500;0;0;0;
BUKU-025;Buku Nota Kecil R1 PPL;ATK;Buku Nota Kecil R1 PPL;R9;INV;1;Bk;1775;2500;3000;0;0;
BUKU-025;Buku Nota Kecil R1 PPL;ATK;Buku Nota Kecil R1 PPL;R9;INV;10;Pak;17750;22500;0;0;0;
BUKU-026;Buku Nota Besar R2 PPL;ATK;Buku Nota Besar R2 PPL;R9;INV;1;Bk;5363;8000;9000;0;0;
BUKU-026;Buku Nota Besar R2 PPL;ATK;Buku Nota Besar R2 PPL;R9;INV;10;Pak;53630;72000;0;0;0;
BUKU-027;Buku Nota Kecil R2 PPL;ATK;Buku Nota Kecil R2 PPL;R9;INV;1;Bk;2773;4000;4500;0;0;
BUKU-027;Buku Nota Kecil R2 PPL;ATK;Buku Nota Kecil R2 PPL;R9;INV;10;Pak;27730;36000;0;0;0;
BUKU-028;Buku Nota Besar R3 PPL;ATK;Buku Nota Besar R3 PPL;R9;INV;1;Bk;7836;11000;12500;0;0;
BUKU-028;Buku Nota Besar R3 PPL;ATK;Buku Nota Besar R3 PPL;R9;INV;10;Pak;78360;99000;0;0;0;
BUKU-029;Buku Nota Kecil R3 PPL;ATK;Buku Nota Kecil R3 PPL;R9;INV;1;Bk;3859;5500;6500;0;0;
BUKU-029;Buku Nota Kecil R3 PPL;ATK;Buku Nota Kecil R3 PPL;R9;INV;10;Pak;38590;49500;0;0;0;
BUKU-030;Buku SSP;ATK;Buku SSP;R9;INV;1;Bk;9500;13000;14500;0;0;
BUKU-030;Buku SSP;ATK;Buku SSP;R9;INV;10;Pak;95000;117000;0;0;0;
BUKU-031;Buku Surat Jalan PPL R3 1/2F;ATK;Buku Surat Jalan PPL R3 1/2F;R9;INV;1;Bk;9100;12500;14000;0;0;
BUKU-031;Buku Surat Jalan PPL R3 1/2F;ATK;Buku Surat Jalan PPL R3 1/2F;R9;INV;10;Pak;91000;112500;0;0;0;
BUKU-032;Buku Tamu Batik KK;ATK;Buku Tamu Batik KK;R9;INV;1;Bk;14750;20000;22000;0;0;
BUKU-033;Buku Tabungan;ATK;Buku Tabungan;R9;INV;1;Bk;1000;1500;2000;0;0;
BUKU-034;Buku Folio 100 Kiky;ATK;Buku Folio 100 Kiky;;INV;1;Bk;18000;24500;27000;0;0;
BUKU-034;Buku Folio 100 Kiky;ATK;Buku Folio 100 Kiky;;INV;5;Pak;90000;110500;0;0;0;
BUKU-035;Buku Folio 100 Bintang Obor;ATK;Buku Folio 100 Bintang Obor;;INV;1;Bh;14500;20000;22000;0;0;
BUKU-035;Buku Folio 100 Bintang Obor;ATK;Buku Folio 100 Bintang Obor;;INV;5;Pak;72500;90000;0;0;0;
BURAM-001;Kertas Koran (Kertas Buram) A4;Kertas;Kertas Koran (Kertas Koran) A4 / F4;R2;INV;1;Rim;22750;29500;32500;0;0;
BURAM-002;Kertas Koran (Kertas Buram) F4;Kertas;Kertas Koran (Kertas Koran) A4 / F4;R2;INV;1;RIM;25500;30500;34000;0;0;
C-001;Clipboard Executive Kayu;ATK;Clipboard Executive Kayu;R10;INV;1;Bh;3750;5500;6500;0;0;
C-001;Clipboard Executive Kayu;ATK;Clipboard Executive Kayu;R10;INV;24;Pak;90000;119000;0;0;0;
C-002;Clipboard Bantex 4205 Biru;ATK;Clipboard Bantex 4205 Biru;R10;INV;1;Bh;15250;22000;24500;0;0;
C-002;Clipboard Bantex 4205 Biru;ATK;Clipboard Bantex 4205 Biru;R10;INV;20;Pak;305000;396000;0;0;0;
C-003;Clipboard Butterfly Mika Transparant;ATK;Clipboard Butterfly Mika Transparant;R10;INV;1;Bh;16500;22500;25000;0;0;
C-003;Clipboard Butterfly Mika Transparant;ATK;Clipboard Butterfly Mika Transparant;R10;INV;24;Pak;396000;243000;0;0;0;
C-004;Crayon Pentel 16 W;ATK;Crayon Pentel 16 W;R10;INV;1;pcs;14500;20000;22000;0;0;
C-005;Crayon Titi 12;ATK;Crayon Titi 12;R10;INV;1;pcs;13500;19000;21000;0;0;
C-005;Crayon Titi 12;ATK;Crayon Titi 12;R10;INV;12;Pak;162000;205500;0;0;0;
C-006;Crayon Titi 24;ATK;Crayon Titi 24;R10;INV;1;pcs;23500;32000;35500;0;0;
C-006;Crayon Titi 24;ATK;Crayon Titi 24;R10;INV;6;Pak;141000;173000;0;0;0;
C-007;Crayon Titi 36;ATK;Crayon Titi 36;R10;INV;1;pcs;34000;46000;51000;0;0;
C-007;Crayon Titi 36;ATK;Crayon Titi 36;R10;INV;6;Pak;204000;248500;0;0;0;
C-008;Crayon Titi 48;ATK;Crayon Titi 48;R10;INV;1;pcs;52500;71000;78500;0;0;
C-008;Crayon Titi 48;ATK;Crayon Titi 48;R10;INV;6;Pak;315000;383500;0;0;0;
C-009;Crayon Titi 55;ATK;Crayon Titi 55;R10;INV;1;pcs;67000;90500;100000;0;0;
C-009;Crayon Titi 55;ATK;Crayon Titi 55;R10;INV;6;Pak;402000;489000;0;0;0;
C-010;Cutter  A300 Kenko / Joyko;ATK;Cutter  A300 Kenko / Joyko;R10;INV;1;Bh;4750;6500;7500;0;0;
C-010;Cutter  A300 Kenko / Joyko;ATK;Cutter  A300 Kenko / Joyko;R10;INV;12;Pak;57000;70500;0;0;0;
C-011;Cutter L500 Kenko / Joyko;ATK;Cutter L500 Kenko / Joyko;R10;INV;1;Bh;11500;16000;18000;0;0;
C-011;Cutter L500 Kenko / Joyko;ATK;Cutter L500 Kenko / Joyko;R10;INV;12;Pak;138000;173000;0;0;0;
C-012;Cutter Besar Gunindo;ATK;Cutter Besar Gunindo;R9;INV;1;Bh;3333;4500;0;0;0;
C-012;Cutter Besar Gunindo;ATK;Cutter Besar Gunindo;R9;INV;12;Pak;39996;49000;0;0;0;
C-013;Cutter Kecil Gunindo;ATK;Cutter Kecil Gunindo;R9;INV;1;Bh;2000;3000;3500;0;0;
C-013;Cutter Kecil Gunindo;ATK;Cutter Kecil Gunindo;R9;INV;12;Pak;24000;32500;0;0;0;
CB-001;Clipboard Batik Mtop;ATK;;;INV;1;Bh;7083;10000;11000;0;0;
CCD-001;Karton Concorde Putih A4 Tebal;Kertas;Karton Concorde Putih A4 Tebal;R2;INV;1;Pak;56000;61000;67500;0;0;
CCD-002;Karton Concorde Putih F4 Tebal;Kertas;Karton Concorde Putih F4 Tebal;R2;INV;1;Pak;55700;61000;67500;0;0;
CCD-003;Kertas Concorde Cream F4;Kertas;Kertas Concorde Cream F4;R2;INV;1;Rim;136800;142000;156500;0;0;
CCD-004;Kertas Concorde Cream A4;Kertas;Kertas Concorde Cream A4;R2;INV;1;Rim;137000;142000;156500;0;0;
CCD-005;Kertas Concorde Putih F4;Kertas;Kertas Concorde Putih F4;R2;INV;1;Rim;115000;125000;139000;0;0;
CCD-006;Kertas Concorde Putih A4;Kertas;Kertas Concorde Putih A4;R2;INV;1;Rim;115000;125000;137500;0;0;
CD-001;Casing CD Mika;ATK;Casing CD Mika;R10;INV;1;Bh;1800;2500;3000;0;0;
CD-001;Casing CD Mika;ATK;Casing CD Mika;R10;INV;50;Pak;90000;112500;0;0;0;
CD-002;Casing CD Plastik;ATK;Casing CD Plastik;R10;INV;1;Bh;1250;2000;2500;0;0;
CD-002;Casing CD Plastik;ATK;Casing CD Plastik;R10;INV;50;Pak;62500;90000;0;0;0;
CD-003;Cash Box Joyko CB 27 A;ATK;Cash Box Joyko CB 27 A;R4;INV;1;Bh;325000;439000;483000;0;0;
CD-004;Cash Box Joyko CB 26;ATK;Cash Box Joyko CB 26;R4;INV;1;Bh;170000;229500;252500;0;0;
CD-005;C D - R Verbatin;ATK;C D - R Verbatin;R10;INV;1;Bh;2550;3500;4000;0;0;
CD-005;C D - R Verbatin;ATK;C D - R Verbatin;R10;INV;50;Pak;127500;157500;0;0;0;
CD-006;C D - R Verbatin Casing;ATK;C D - R Verbatin Casing;R10;INV;1;Bh;7000;9500;10500;0;0;
CD-006;C D - R Verbatin Casing;ATK;C D - R Verbatin Casing;R10;INV;10;Pak;70000;85500;0;0;0;
CD-007;C D - R Imation Casing;ATK;C D - R Imation Casing;R10;INV;1;Bh;4000;5500;6500;0;0;
CD-007;C D - R Imation Casing;ATK;C D - R Imation Casing;R10;INV;20;Pak;80000;99000;0;0;0;
CD-008;C D - RW Verbatin;ATK;C D - RW Verbatin;R10;INV;1;Bh;7700;10500;12000;0;0;
CD-008;C D - RW Verbatin;ATK;C D - RW Verbatin;R10;INV;25;Pak;192500;236500;0;0;0;
CD-009;C D - RW GT-Pro;ATK;C D - RW GT-Pro;R10;INV;1;Bh;3597;5000;5500;0;0;
CD-010;C D - RW Verbatin Casing;ATK;C D - RW Verbatin Casing;R10;INV;1;Bh;9000;12500;0;0;0;
CD-011;CD - R Mini;ATK;CD - R Mini;R10;INV;1;Bh;2000;3000;0;0;0;
CF-001;"C. Form R1  9,5 x 11"" Neuro";ATK;"C. Form R1  9,5 x 11"" Neuro";R2;INV;1;Box;108500;148500;163500;0;0;
CF-002;"C. Form R1  9,5 x 11/3"" IKEA";ATK;"C. Form R1  9,5 x 11/3"" IKEA";R1;INV;1;Box;85000;115000;0;0;0;
CF-003;"C. Form R1  9,5 x 11/2"" Neuro";ATK;"C. Form R1  9,5 x 11/2"" Neuro";R2;INV;1;Box;109000;148500;163500;0;0;
CF-004;"C. Form R2W 9,5 x 11"" Neuro";ATK;"C. Form R2W 9,5 x 11"" Neuro";R2;INV;1;Box;154000;208000;229000;0;0;
CF-005;"C. Form R2W 9,5 x 11/2"" Neuro";ATK;"C. Form R2W 9,5 x 11/2"" Neuro";R2;INV;1;Box;160000;216000;238000;0;0;
CF-006;C. Form R2 9,5 x 11 Neuro Putih;ATK;C. Form R2 9,5 x 11 Neuro Putih;R2;INV;1;Box;115000;155500;0;0;0;
CF-007;"C. Form R2W 9,5 x 13/2"" IKEA";ATK;"C. Form R2W 9,5 x 13/2"" IKEA";R1;INV;1;Box;204000;275500;303500;0;0;
CF-008;"C. Form R3W 9,5 x 11"" Neuro";ATK;"C. Form R3W 9,5 x 11"" Neuro";R2;INV;1;Box;238000;321500;354000;0;0;
CF-009;"C. Form R3 9.5 x 11"" Neuro Putih";ATK;"C. Form R3 9.5 x 11"" Neuro Putih";B2;INV;1;Box;185000;250000;275000;0;0;
CF-010;"C. Form R3W 9,5 x 11/2""Neuro";ATK;"C. Form R3W 9,5 x 11/2""Neuro";B2;INV;1;Box;238000;321500;354000;0;0;
CF-011;"C. Form R4W 9,5 x 11""Golden";ATK;"C. Form R4W 9,5 x 11""Golden";B2;INV;1;Box;200000;270000;0;0;0;
CF-012;"C. Form R4W 9,5 x 11"" Neuro";ATK;"C. Form R4W 9,5 x 11"" Neuro";B2;INV;1;Box;175000;236500;260500;0;0;
CF-013;"C. Form R4 9,5 x 11"" Neuro putih";ATK;"C. Form R4 9,5 x 11"" Neuro putih";R1;INV;1;Box;122000;165000;181500;0;0;
CF-014;"C. Form R4 W 9,5 x 11/2"" Neuro";ATK;"C. Form R4 W 9,5 x 11/2"" Neuro";R2;INV;1;Box;175000;236500;260500;0;0;
CF-015;"C. Form R4 W 9,5 x 13"" IKEA/GAND";ATK;"C. Form R4 W 9,5 x 13"" IKEA";R1;INV;1;Box;215000;297000;327000;0;0;
CF-016;"C. Form R4 W 9,5 x 13""/2 IKEA";ATK;"C. Form R4 W 9,5 x 13""/2 IKEA";R1;INV;1;Box;200000;270000;297000;0;0;
CF-017;"C. Form R4 9,5 x 13""  IKEA Putih";ATK;"C. Form R4 9,5 x 13""  IKEA Putih";R1;INV;1;Box;220000;297000;327000;0;0;
CF-018;"C. Form R4 9,5 x 13""  Prima Wrn";ATK;"C. Form R4 9,5 x 13""  Prima Wrn";R2;INV;1;Box;160000;216000;238000;0;0;
CF-019;"C. Form R5 W 9,5 x 11"" Neuro";ATK;"C. Form R5 W 9,5 x 11"" Neuro";R2;INV;1;Box;225000;304000;334500;0;0;
CF-020;"C. Form R5 W 9,5 x 11""/2 Neuro";ATK;"C. Form R5 W 9,5 x 11""/2 Neuro";R2;INV;1;Box;235000;317500;349500;0;0;
CF-021;"C. Form R6 W 9,5 x 11"" Neuro";ATK;"C. Form R6 W 9,5 x 11"" Neuro";R1;INV;1;Box;297000;401000;441500;0;0;
CF-022;"C. Form R1 14 7/8 x 11""Neuro";ATK;"C. Form R1 14 7/8 x 11""Neuro";R1;INV;1;Box;150000;202500;223000;0;0;
CF-023;"C. Form R2W 14 7/8 x 11""Neuro";ATK;"C. Form R2W 14 7/8 x 11""Neuro";R1;INV;1;Box;194000;262000;288500;0;0;
CF-024;"C. Form R3 14 7/8 x 11""Neuro Putih";ATK;"C. Form R3 14 7/8 x 11""Neuro Putih";R1;INV;1;Box;244500;330000;363000;0;0;
CF-025;"C. Form R3 14 7/8 x 11"" IKEA Putih";ATK;"C. Form R3 14 7/8 x 11"" IKEA Putih";R1;INV;1;Box;244500;330000;363000;0;0;
CF-026;"C. Form R1 9.5 x 11 "" SIDU";ATK;"C. Form R1 9.5 x 11 "" SIDU";R6;INV;1;Box;185000;250000;275000;0;0;
CF-027;"C. Form R2W 9.5 x 11 "" SIDU";ATK;"C. Form R2W 9.5 x 11 "" SIDU";R6;INV;1;Box;277800;375500;413500;0;0;
CF-028;"C. Form R2 9.5 x 11 "" SIDU Putih";ATK;"C. Form R2 9.5 x 11 "" SIDU Putih";R6;INV;1;Box;240000;324000;356500;0;0;
CF-029;"C. Form R2W 9.5 x 11""/2 SIDU";ATK;"C. Form R2W 9.5 x 11""/2 SIDU";R6;INV;1;Box;270000;364500;401000;0;0;
CF-030;"C. Form R3 9,5 x 11"" SIDU Putih";ATK;"C. Form R3 9,5 x 11"" SIDU Putih";R6;INV;1;Box;347500;469500;516500;0;0;
CF-031;"C. Form R3W 9,5 x 11"" SIDU";ATK;"C. Form R3W 9,5 x 11"" SIDU";R6;INV;1;Box;425000;574000;631500;0;0;
CF-032;"C. Form R3W 9,5 x 11""/2 SIDU";ATK;"C. Form R3W 9,5 x 11""/2 SIDU";R6;INV;1;Box;330000;445500;490500;0;0;
CF-033;"C. Form R4W 9,5 x 11"" SIDU";ATK;"C. Form R4W 9,5 x 11"" SIDU";R6;INV;1;Box;300000;405000;445500;0;0;
CF-034;"C. Form R4 9,5 x 11"" SIDU putih";ATK;"C. Form R4 9,5 x 11"" SIDU putih";R6;INV;1;Box;240000;324000;356500;0;0;
CF-035;"C. Form R2 14 7/8 x 11""SIDU/PPL  Putih";ATK;"C. Form R2 14 7/8 x 11""SIDU Putih";R6;INV;1;Box;466587;516500;568500;0;0;
CF-036;"C. Form R2W 14 7/8 x 11""SIDU";ATK;"C. Form R2W 14 7/8 x 11""SIDU";R6;INV;1;Box;261000;352500;388000;0;0;
CF-037;"C. Form R1 14 7/8 x 11""SIDU";ATK;"C. Form R1 14 7/8 x 11""SIDU";R6;INV;1;Box;193500;262000;288500;0;0;
CF-038;"C. Form R3 14 7/8 x 11""SIDU Putih";ATK;"C. Form R3 14 7/8 x 11""SIDU Putih";R6;INV;1;Box;545000;857500;943500;0;0;
CF-039;"C. Form R3 14 7/8 x 11"" Office Putih";ATK;"C. Form R3 14 7/8 x 11"" Office Putih";R1;INV;1;Box;525000;709000;780000;0;0;
CF-040;"C. Form R3 14 7/8 x 11"" Planet Putih";ATK;"C. Form R3 14 7/8 x 11"" Planet Putih";R1;INV;1;Box;530000;715500;787500;0;0;
CF-041;"C. Form R3 14 7/8 x 11""SIDU Warna";ATK;"C. Form R3 14 7/8 x 11""SIDU Warna";R6;INV;1;Box;692500;935000;1028500;0;0;
CF-042;"C. Form R4 14 7/8 x 11""SIDU Warna";ATK;"C. Form R4 14 7/8 x 11""SIDU Warna";R6;INV;1;Box;437000;590000;649000;0;0;
CF-043;"C. Form R4 14 7/8 x 11""SIDU Putih";ATK;"C. Form R4 14 7/8 x 11""SIDU Putih";R6;INV;1;Box;437000;590000;649000;0;0;
CF-044;"C. Form R4 14 7/8 x 11"" Neuro Warna";ATK;"C. Form R4 14 7/8 x 11"" Neuro Warna";R1;INV;1;Box;270000;364500;401000;0;0;
CF-045;"C. Form R4 9.5 x 11"" Matador";ATK;"C. Form R4 9.5 x 11"" Matador";R2;INV;1;Box;155500;210000;231000;0;0;
CF-046;"C. Form R5 9.5 x 11"" Matador";ATK;"C. Form R5 9.5 x 11"" Matador";R2;INV;1;Box;201500;272500;300000;0;0;
CF-047;"C. Form R1 9.5 x 11 "" Brio";ATK;"C. Form R1 9.5 x 11 "" Brio";R2;INV;1;Box;72000;98500;108500;0;0;
CF-048;"C. Form R2W 9.5 x 11"" Brio";ATK;"C. Form R2W 9.5 x 11"" Brio";R2;INV;1;Box;112000;151500;167000;0;0;
CF-049;"C. Form R2W 9.5 x 11""/2 Brio";ATK;"C. Form R2W 9.5 x 11""/2 Brio";R2;INV;1;Box;112000;151500;167000;0;0;
CF-050;"C. Form R3W 9.5 x 11"" Brio";ATK;"C. Form R3W 9.5 x 11"" Brio";R2;INV;1;Box;212500;290500;320000;0;0;
CF-051;"C. Form R3W 9.5 x 11""/2 Brio";ATK;"C. Form R3W 9.5 x 11""/2 Brio";R2;INV;1;Box;215000;287000;316000;0;0;
CF-052;"C. Form R4W 9.5 x 11"" Brio";ATK;"C. Form R4W 9.5 x 11"" Brio";R2;INV;1;Box;147500;199500;219500;0;0;
CF-053;"C. Form R4W 9.5 x 11""/2 Brio";ATK;"C. Form R4W 9.5 x 11""/2 Brio";R2;INV;1;Box;162000;163500;0;0;0;
CF-054;"C. Form R5 W 9.5 x 11 "" PPL";ATK;;;INV;1;Dus;391882;529500;582500;0;0;
CF-055;"C. Form R6  9,5 x 11"" Brio";ATK;"C. Form R6  9,5 x 11"" Brio";;INV;1;Dus;245000;337500;372000;0;0;
CF-056;"C. Form R3 W 9,5X11"" Cakrawala";ATK;"C. Form R3 W 9,5X11"" Cakrawala";;INV;1;Dus;226000;305500;336500;0;0;
CTRG-001;HP 27;Catridge HP;HP 27;R18;INV;1;Bh;230000;310500;342000;0;0;
CTRG-002;HP 46 Black;Catridge HP;HP 46 Black;R18;INV;1;Bh;105000;142000;156500;0;0;
CTRG-003;HP 46 Colour;Catridge HP;HP 46 Colour;R18;INV;1;Bh;105000;142000;156500;0;0;
CTRG-004;HP 95 Colour;Catridge HP;HP 95 Colour;R18;INV;1;Bh;317500;429000;472000;0;0;
CTRG-005;HP 98 Black;Catridge HP;HP 98 Black;R18;INV;1;Bh;217500;294000;323500;0;0;
CTRG-006;HP 97 Colour;Catridge HP;HP 97 Colour;R18;INV;1;Bh;420000;567000;624000;0;0;
CTRG-007;HP 96 Black;Catridge HP;HP 96 Black;R18;INV;1;Bh;427500;577500;635500;0;0;
CTRG-008;HP 678 Black;Catridge HP;HP 678 Black;R18;INV;1;Bh;142500;192500;212000;0;0;
CTRG-009;HP 678 Colour;Catridge HP;HP 678 Colour;R18;INV;1;Bh;142500;192500;212000;0;0;
CTRG-010;HP 680 Black;Catridge HP;HP 680 Black;R18;INV;1;Bh;155820;210500;232000;0;0;
CTRG-011;HP 680 Colour;Catridge HP;HP 680 Colour;R18;INV;1;Bh;156000;211000;232500;0;0;
CTRG-012;HP 702 Black;Catridge HP;HP 702 Black;R18;INV;1;Bh;340000;459000;505000;0;0;
CTRG-013;HP 703 Black;Catridge HP;HP 703 Black;R18;INV;1;Bh;100000;135000;148500;0;0;
CTRG-014;HP 703 Colour;Catridge HP;HP 703 Colour;R18;INV;1;Bh;100000;135000;148500;0;0;
CTRG-015;HP 802 Colour;Catridge HP;HP 802 Colour;R18;INV;1;Bh;180000;243000;267500;0;0;
CTRG-016;HP 802 Black;Catridge HP;HP 802 Black;R18;INV;1;Bh;135000;182500;201000;0;0;
CTRG-017;HP 901 Black;Catridge HP;HP 901 Black;R18;INV;1;Bh;140000;189000;208000;0;0;
CTRG-018;HP 901 Colur;Catridge HP;HP 901 Colur;R18;INV;1;Bh;235000;317500;349500;0;0;
CTRG-019;HP 950 Black;Catridge HP;HP 950 Black;R18;INV;1;Bh;327500;442500;487000;0;0;
CTRG-020;HP 951 XL Magenta;Catridge HP;HP 951 XL Magenta;R18;INV;1;Bh;327500;442500;487000;0;0;
CTRG-021;HP 951 XL Yellow;Catridge HP;HP 951 XL Yellow;R18;INV;1;Bh;327500;442500;487000;0;0;
CTRG-022;HP 951 XL Cyan;Catridge HP;HP 951 XL Cyan;R18;INV;1;Bh;327500;442500;487000;0;0;
CTRG-023;HP 920 XL Black;Catridge HP;HP 920 XL Black;R18;INV;1;Bh;305000;412000;453500;0;0;
CTRG-024;HP 933 XL Magenta;Catridge HP;HP 933 XL Magenta;R18;INV;1;Bh;207500;280500;309000;0;0;
CTRG-025;HP 933 XL Cyan;Catridge HP;HP 933 XL Cyan;R18;INV;1;Bh;207500;280500;309000;0;0;
CTRG-026;HP 78 Colour;Catridge HP;HP 78 Colour;R18;INV;1;Bh;390000;526500;579500;0;0;
CTRG-027;HP 51645A ( HP 45 ) Black;Catridge HP;HP 51645A ( HP 45 ) Black;R18;INV;1;Bh;385000;520000;572000;0;0;
CTRG-028;Canon 810;Catridge Canon;Canon 810;R19;INV;1;Bh;241000;325500;358500;0;0;
CTRG-029;Canon 811;Catridge Canon;Canon 811;R19;INV;1;Bh;297000;401000;441500;0;0;
CTRG-030;Canon PG 830 Black;Catridge Canon;Canon PG 830 Black;R19;INV;1;Bh;207500;280500;309000;0;0;
CTRG-031;Canon CL 831 Colour;Catridge Canon;Canon CL 831 Colour;R19;INV;1;Bh;240000;324000;356500;0;0;
CTRG-032;Canon PG 40 Black;Catridge Canon;Canon PG 40 Black;R19;INV;1;Bh;210000;283500;312000;0;0;
CTRG-033;Canon CL 41 Colour;Catridge Canon;Canon CL 41 Colour;R19;INV;1;Bh;255000;344500;379000;0;0;
CTRG-034;Canon Cli 8 cyan;Catridge Canon;Canon Cli 8 cyan;R19;INV;1;Bh;150000;202500;223000;0;0;
CTRG-035;Canon Cli 8 magenta;Catridge Canon;Canon Cli 8 magenta;R19;INV;1;Bh;150000;202500;223001;0;0;
CTRG-036;Canon 740 Black;Catridge Canon;Canon 740 Black;R19;INV;1;Bh;197500;267000;294000;0;0;
CTRG-037;Canon 741 Colour;Catridge Canon;Canon 741 Colour;R19;INV;1;Bh;260000;351000;386500;0;0;
CTRG-038;Canon 726 Black;Catridge Canon;Canon 726 Black;R19;INV;1;Bh;155000;209500;230500;0;0;
CTRG-039;Canon 726 Magenta;Catridge Canon;Canon 726 Magenta;R19;INV;1;Bh;155000;209500;230500;0;0;
CTRG-040;Canon 726 Yellow;Catridge Canon;Canon 726 Yellow;R19;INV;1;Bh;155000;209500;230500;0;0;
CTRG-041;Canon 726 Cyan;Catridge Canon;Canon 726 Cyan;R19;INV;1;Bh;155000;209500;230500;0;0;
CTRG-042;Canon 745 Black;Catridge Canon;Canon 745 Black;R19;INV;1;Bh;205000;277000;305000;0;0;
CTRG-043;Canon 746 Colour;Catridge Canon;Canon 746 Colour;R19;INV;1;Bh;297500;402000;442500;0;0;
CTRG-044;Canon 750 PGBK;Catridge Canon;Canon 750 PGBK;R19;INV;1;Bh;217500;294000;323500;0;0;
CTRG-045;Canon 751 Cyan;Catridge Canon;Canon 751 Cyan;R19;INV;1;Bh;192500;260000;286000;0;0;
CTRG-046;Canon 751 Magenta;Catridge Canon;Canon 751 Magenta;R19;INV;1;Bh;192500;260000;286000;0;0;
CTRG-047;Canon 751 Yellow;Catridge Canon;Canon 751 Yellow;R19;INV;1;Bh;192500;260000;286000;0;0;
CTRG-048;Canon 751 Black;Catridge Canon;Canon 751 Black;R19;INV;1;Bh;192500;260000;286000;0;0;
CTRG-049;Canon 751 Gray;Catridge Canon;Canon 751 Gray;R19;INV;1;Bh;200000;270000;297000;0;0;
CTRG-050;Canon 88 Black;Catridge Canon;Canon 88 Black;R19;INV;1;Bh;192500;260000;286000;0;0;
CTRG-051;Canon 98 colour;Catridge Canon;Canon 98 colour;R19;INV;1;Bh;227500;307500;338500;0;0;
CTRG-052;Canon 47;Catridge Canon;Canon 47;R19;INV;1;Bh;130000;175500;193500;0;0;
CTRG-053;Canon 57;Catridge Canon;Canon 57;R19;INV;1;Bh;200000;270000;297000;0;0;
CTRG-054;Canon CA 91;Catridge Canon;Canon CA 91;R19;INV;1;Bh;360000;503000;553500;0;0;
CTRG-055;Canon CA 92;Catridge Canon;Canon CA 92;R19;INV;1;Bh;400000;547000;602000;0;0;
CTRG-056;Canon 820 Black;Catridge Canon;Canon 820 Black;R19;INV;1;Bh;410000;553500;609000;0;0;
CTRG-057;Catridge HP 682 Black;Catridge HP;;;INV;1;Bh;145000;196000;216000;0;0;
CTRG-058;Catridge HP 682 Colour;Catridge HP;;;INV;1;Bh;145000;196000;216000;0;0;
CTRG-059;HP 685 BLACK;Catridge HP;;;INV;1;Bh;155000;210000;231000;0;0;
CTRG-060;HP 685 MAGENTA;Catridge HP;;;INV;1;Bh;110000;150000;165000;0;0;
CTRG-061;HP 685 YELLOW;Catridge HP;;;INV;1;Bh;110000;150000;165000;0;0;
CTRG-062;HP 685 CYAN;Catridge HP;;;INV;1;Bh;110000;150000;165000;0;0;
CTRG-063;Canon BH 7 Black;Catridge Canon;;;INV;1;Bh;312162;421500;464000;0;0;
CTRG-064;Canon CH 7 Colour;Catridge Canon;Canon CH 7 Colour;;INV;1;Bh;378378;511000;652500;0;0;
Cetak-001;Cetak Kartu Nama 1 Muka;Cetakan;;;SRV;1;Box;0;0;0;0;0;
Cetak-002;Cetak kartu nama BB;Cetakan;;;SRV;1;Box;0;0;0;0;0;
Cetakan R1-01;Blanko HVS 100lbr R1 Uk.F4 1W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-02;Blanko HVS 100lbr R1 Uk.F4 2W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-03;Blanko HVS 100lbr R1 Uk.F4 3W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-04;Blanko HVS 100lbr R1 Uk.F4 4W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-05;Blanko HVS 100lbr R1 Uk.1/2F4 1W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-06;Blanko HVS 100lbr R1 Uk.1/2F4 2W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-07;Blanko HVS 100lbr R1 Uk.1/2F4 3W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-08;Blanko HVS 100lbr R1 Uk.1/2F4 4W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-09;Blanko HVS 100lbr R1 Uk.1/3F4 1W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-10;Blanko HVS 100lbr R1 Uk.1/3F4 2W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-11;Blanko HVS 100lbr R1 Uk.1/3F4 3W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-12;Blanko HVS 100lbr R1 Uk.1/3F4 4W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
Cetakan R1-13;Blanko HVS 100lbr R1 Uk.1/4F4 1W 70gr;Cetakan;;;SRV;1;Rim;0;0;0;0;0;
